age,type_employer,fnlwgt,education,marital,occupation,race,sex,hr_per_week,country,income
37,Self-emp-inc,217054,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
44,Private,112262,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
30,Private,185177,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,43,United-States,<=50K
37,Private,215392,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
49,Private,329603,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
55,Private,199067,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,42,United-States,>50K
41,State-gov,73199,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,United-States,<=50K
43,Private,266439,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
30,State-gov,48214,Masters,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,>50K
44,Private,144067,Bachelors,Divorced,Adm-clerical,White,Male,12,?,<=50K
29,Local-gov,273771,Masters,Never-married,Prof-specialty,White,Male,45,United-States,<=50K
42,Private,339346,Masters,Divorced,Adm-clerical,White,Female,25,United-States,<=50K
48,Local-gov,177018,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
39,Private,185099,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,48,United-States,>50K
59,Local-gov,296253,Masters,Divorced,Prof-specialty,White,Female,60,United-States,>50K
40,State-gov,150533,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
32,Private,130057,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
43,Self-emp-inc,188436,Masters,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,<=50K
41,Private,118619,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,50,United-States,<=50K
24,Private,190290,Bachelors,Never-married,Sales,White,Male,60,United-States,<=50K
26,Private,284343,Bachelors,Never-married,Prof-specialty,White,Male,50,United-States,<=50K
25,Private,102476,Bachelors,Never-married,Prof-specialty,White,Male,50,United-States,<=50K
41,State-gov,36999,Masters,Married-civ-spouse,Prof-specialty,White,Male,75,United-States,>50K
38,Local-gov,414791,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,42,United-States,>50K
36,Private,167482,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
30,Private,328242,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,Hong,>50K
40,Local-gov,34540,Masters,Divorced,Prof-specialty,White,Female,44,United-States,<=50K
29,Private,37933,Bachelors,Never-married,Exec-managerial,Black,Female,40,United-States,<=50K
48,Self-emp-inc,148995,Bachelors,Divorced,Sales,White,Male,60,United-States,>50K
40,Private,111483,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
55,Self-emp-inc,392325,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
28,State-gov,89564,Bachelors,Married-civ-spouse,Protective-serv,White,Male,50,United-States,<=50K
43,Private,220776,Masters,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,>50K
49,State-gov,36177,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
55,Self-emp-inc,120920,Masters,Divorced,Prof-specialty,White,Female,35,United-States,<=50K
35,Federal-gov,185053,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
42,Private,154374,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
31,Private,167725,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,48,Philippines,>50K
25,Private,404951,Bachelors,Never-married,Exec-managerial,Black,Female,38,United-States,<=50K
63,Self-emp-not-inc,344128,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
24,Private,330571,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,<=50K
26,Private,279833,Bachelors,Never-married,Exec-managerial,White,Male,45,United-States,>50K
56,Private,266091,Bachelors,Never-married,Prof-specialty,White,Female,45,Mexico,<=50K
45,State-gov,312678,Masters,Never-married,Adm-clerical,Black,Male,38,United-States,<=50K
47,Federal-gov,202560,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
45,Private,49298,Bachelors,Never-married,Tech-support,White,Male,40,United-States,<=50K
27,Private,68848,Bachelors,Never-married,Adm-clerical,White,Female,35,United-States,<=50K
29,Private,116662,Bachelors,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K
28,Private,183155,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,<=50K
57,Private,190997,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
47,Private,168283,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
46,Local-gov,267588,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,70,United-States,<=50K
33,Private,196385,Masters,Married-civ-spouse,Prof-specialty,White,Male,37,United-States,>50K
35,Private,185556,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
27,Private,178778,Bachelors,Never-married,Sales,White,Male,80,United-States,>50K
46,Private,155489,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
37,Private,108366,Bachelors,Never-married,Transport-moving,White,Male,46,United-States,<=50K
28,Private,96020,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,50,United-States,>50K
38,State-gov,318886,Bachelors,Married-civ-spouse,Protective-serv,Black,Male,52,United-States,<=50K
47,Private,61885,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
37,Self-emp-not-inc,187411,Bachelors,Married-civ-spouse,Transport-moving,White,Male,50,?,<=50K
32,Private,290964,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K
46,Private,102771,Masters,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
49,Self-emp-not-inc,349986,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
63,Private,181863,Bachelors,Never-married,Sales,White,Male,27,United-States,<=50K
56,Private,161662,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,42,United-States,>50K
42,Local-gov,174575,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
28,Private,108569,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,43,United-States,<=50K
30,Private,296462,Masters,Never-married,Prof-specialty,Black,Male,30,United-States,<=50K
26,Private,55929,Masters,Never-married,Exec-managerial,White,Female,48,United-States,<=50K
43,?,109912,Bachelors,Married-civ-spouse,?,White,Female,7,United-States,>50K
28,Local-gov,33662,Masters,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
33,Private,182556,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
28,Private,138692,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
37,Private,180342,Bachelors,Never-married,Sales,White,Male,45,United-States,<=50K
54,Self-emp-not-inc,71344,Masters,Divorced,Prof-specialty,White,Male,50,United-States,>50K
26,Private,76491,Masters,Married-civ-spouse,Prof-specialty,White,Male,20,United-States,<=50K
40,?,162108,Bachelors,Divorced,?,White,Female,50,United-States,<=50K
42,Private,115178,Bachelors,Divorced,Prof-specialty,White,Female,15,United-States,<=50K
44,Private,196545,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
39,Private,167728,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
46,Private,261059,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
44,Private,107584,Masters,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,<=50K
49,Private,199029,Bachelors,Married-civ-spouse,Sales,White,Male,55,United-States,>50K
41,Self-emp-not-inc,168098,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K
36,Private,237943,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
33,Private,178429,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
44,State-gov,33658,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
34,Federal-gov,341051,Masters,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,>50K
38,Private,329980,Bachelors,Never-married,Exec-managerial,White,Male,55,United-States,<=50K
47,State-gov,199512,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
31,Private,167319,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
32,Private,553405,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
50,State-gov,242517,Bachelors,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
24,Private,438839,Bachelors,Never-married,Sales,White,Male,40,United-States,<=50K
37,Private,128715,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
25,State-gov,218184,Bachelors,Never-married,Protective-serv,Black,Female,40,United-States,<=50K
19,Private,100999,Bachelors,Never-married,Prof-specialty,White,Female,30,United-States,<=50K
56,Self-emp-not-inc,110238,Bachelors,Married-spouse-absent,Prof-specialty,White,Female,40,United-States,>50K
59,Federal-gov,48102,Masters,Never-married,Prof-specialty,White,Female,40,?,>50K
27,Private,329426,Bachelors,Never-married,Exec-managerial,White,Male,45,United-States,<=50K
51,Self-emp-inc,124963,Masters,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
37,Private,126569,Masters,Married-civ-spouse,Tech-support,White,Male,60,United-States,>50K
27,Private,47907,Bachelors,Never-married,Prof-specialty,White,Female,48,United-States,<=50K
39,Private,76417,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
29,Private,253814,Bachelors,Never-married,Exec-managerial,White,Female,45,United-States,<=50K
34,Private,163110,Bachelors,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K
52,State-gov,349795,Bachelors,Married-civ-spouse,Protective-serv,White,Male,40,United-States,<=50K
29,Private,286634,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,>50K
40,?,351161,Masters,Married-civ-spouse,?,White,Male,60,United-States,>50K
28,Private,331381,Bachelors,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
43,Self-emp-not-inc,180985,Bachelors,Separated,Craft-repair,White,Male,35,United-States,<=50K
50,Self-emp-not-inc,114758,Bachelors,Never-married,Craft-repair,White,Male,45,United-States,<=50K
51,Federal-gov,97934,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,>50K
32,Private,200246,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
53,Local-gov,181755,Masters,Divorced,Prof-specialty,White,Female,35,United-States,>50K
73,Self-emp-not-inc,109833,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,30,United-States,<=50K
62,Private,185503,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
46,Private,198774,Masters,Divorced,Exec-managerial,White,Female,45,United-States,<=50K
41,Private,222596,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
54,Self-emp-inc,304570,Bachelors,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,40,?,>50K
37,Private,183800,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
50,Federal-gov,251585,Bachelors,Divorced,Exec-managerial,White,Male,55,United-States,>50K
38,Private,169104,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
27,Private,107812,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
34,Private,48014,Bachelors,Separated,Exec-managerial,White,Female,35,United-States,<=50K
26,Private,239390,Bachelors,Never-married,Sales,White,Male,18,United-States,<=50K
30,Local-gov,159773,Bachelors,Married-civ-spouse,Protective-serv,White,Male,45,United-States,>50K
58,Local-gov,147428,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
32,Private,153078,Bachelors,Never-married,Other-service,Asian-Pac-Islander,Male,40,South,<=50K
45,Private,199058,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
42,?,212206,Masters,Married-civ-spouse,?,White,Female,48,United-States,>50K
29,Private,180758,Masters,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
31,Private,309620,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,6,South,<=50K
59,Private,114032,Bachelors,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
61,Private,208919,Masters,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
26,Private,164488,Bachelors,Never-married,Prof-specialty,White,Male,50,United-States,>50K
23,Private,69847,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Female,20,United-States,<=50K
41,Private,58880,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,10,United-States,>50K
56,Self-emp-not-inc,346635,Masters,Divorced,Sales,White,Female,60,United-States,<=50K
27,Private,79787,Masters,Never-married,Exec-managerial,White,Female,25,United-States,<=50K
39,Private,202937,Masters,Never-married,Prof-specialty,White,Female,40,United-States,>50K
36,Self-emp-not-inc,321274,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,50,United-States,<=50K
24,Private,261561,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
44,Private,203761,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,>50K
45,Private,125489,Masters,Divorced,Prof-specialty,White,Female,50,United-States,<=50K
28,Private,119793,Bachelors,Never-married,Sales,White,Male,40,United-States,<=50K
46,Local-gov,180010,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
39,Private,230054,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
33,Private,123253,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
47,Private,334679,Masters,Separated,Machine-op-inspct,Asian-Pac-Islander,Female,42,India,<=50K
31,Self-emp-not-inc,177675,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
49,Private,110243,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
60,?,160155,Bachelors,Married-civ-spouse,?,White,Male,12,United-States,<=50K
60,Local-gov,227332,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
27,Private,428030,Bachelors,Never-married,Craft-repair,White,Male,50,United-States,<=50K
35,Private,107302,Masters,Married-civ-spouse,Sales,White,Male,40,India,<=50K
56,Private,187295,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
61,Local-gov,153408,Masters,Divorced,Prof-specialty,White,Female,40,United-States,>50K
53,?,135105,Bachelors,Divorced,?,White,Female,50,United-States,<=50K
59,Self-emp-inc,223215,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
38,Private,98360,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
51,Private,289572,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
26,State-gov,141838,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,>50K
29,Private,115677,Bachelors,Never-married,Tech-support,White,Male,40,United-States,<=50K
52,Self-emp-inc,561489,Masters,Divorced,Exec-managerial,Black,Female,50,United-States,<=50K
24,State-gov,166851,Masters,Never-married,Prof-specialty,White,Male,13,United-States,<=50K
42,Private,188808,Bachelors,Divorced,Adm-clerical,White,Male,30,United-States,<=50K
31,Private,113838,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K
24,Self-emp-not-inc,267396,Bachelors,Never-married,Sales,White,Male,40,United-States,<=50K
50,Private,211319,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
43,Private,135606,Masters,Divorced,Exec-managerial,White,Female,50,United-States,>50K
46,Self-emp-not-inc,113434,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
22,Local-gov,50065,Bachelors,Never-married,Prof-specialty,White,Female,35,United-States,<=50K
43,Private,226902,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
47,Private,362835,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
26,Private,211695,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
37,Private,146398,Bachelors,Never-married,Prof-specialty,Black,Female,40,United-States,<=50K
77,?,28678,Masters,Married-civ-spouse,?,White,Male,6,United-States,>50K
55,Private,80167,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
28,Local-gov,210945,Bachelors,Never-married,Prof-specialty,Black,Female,60,United-States,<=50K
41,Private,116391,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
27,Private,86681,Bachelors,Never-married,Other-service,White,Female,40,United-States,<=50K
59,Private,294395,Masters,Widowed,Prof-specialty,White,Female,40,United-States,<=50K
83,Self-emp-inc,153183,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
58,Self-emp-not-inc,163047,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
